apt_code,apt_name,si,gu,dong,연면적,관리비부과면적,total_home_num,일반인원,경비인원,청소인원,const_firm,const_complete,건축면적,아파트평형,층수,parking_num,아파트시설,전기안전관리방법,화재수신반유무,홈네트워크-주차관제시스템,예산지출액,경비실CCTV카메라수,경비실CCTV모니터수,택비방식,경비예산 지출액,경비근무형태,음식물처리방식,청소 연간예산 지출액,청소세대당청소인원,소독면적,소독 년 예산 지출액,엘리베이터 수,엘리베이터 계약방식,엘리베이터 설치년도 운행,엘리베이터 종류,엘리베이터 운행층,엘리베이터 관리형태,엘리베이터 년 예산지출,엘리베이터 수리비,엘리베이터 월수리건수,수선유지충당금,수선유지대체금,전체동수,급수시설,주소(나머지),아파트고유번호,우편번호,좌표X,좌표Y,주소(도로명),주소(도로 상세주소),법정동주소,단지분류,도로명주소,전용면적별 세대현황1,전용면적별 세대현황2,85_135이하,135초과,주거전용면적
A13804004,풍납현대,서울,송파구,풍납동,77537,75956,708,8,23,6,현대건설(주),1995-11-01 00:00:00.0,4624.94,28.22|32.92|33.30,15|20,381,관리사무실.경로당.대표회의실.어린이놀이터.주차장.오수정화조.공동저수시설.승강기,상주관리,가능,해당없음,254007090,38대,지하주차장.지상주차장,근무경비원,386984960,격일근무,무,64363680,700000,75961,9650760,19대,용역계약,19년,현대 VVSR,19.20층,,15048000,1254000,3건,50536260,0,6,고가수조방식,현대아파트,219-80-00095,5530,127.1188746,37.5293329,올림픽로,525,서울특별시 송파구 풍납동 413-1 풍납현대,아파트,서울특별시 송파구 올림픽로 525,0,708,0,,57949.9
A12220005,은평뉴타운상림마을1단지,서울,은평구,진관동,101274,65599,707,6,6,5,삼환기업,,0,,14층,0,,,관리,유,0,10개,놀이터 주차장 엘레베이터 ,,86400000,격일제,자동수거 3개소,54780000,( 141세대/명),99371,3257100,층용24 대 층용 대,전체(FM),( 2008)년도 설치 ( 1)연간 운행,로프식,전층운행,,22176000,2955150,,8853680,0,11,부스터방식,19,110-82-69199,122200,126.9227727,37.6415577,진관4로,17,서울특별시 은평구 진관동 19 은평뉴타운상림마을1단지,아파트,서울특별시 은평구 진관4로 17,403,145,159,,48888.92
A13204404,창동아이파크(창동2.3차현대),서울,도봉구,창동,122548,96173,797,7,8,10,현대산업개발,2001-06-01 00:00:00.0,6075.91,88.436|116.647|126.707|151.802|173.721,25|,1000,관리동경비실휴게소어린이놀이터기타,자체관리,당직자있음,,217383000,90대,승강기내각동현관지하주차장,,154155480,24시간격일제,용역,95558760,동별1명씩,96173,8393280,19대,용역,8년,현대,지하2층-지상25층,로프 및 쉬브,11185080,2973960,10회,31249320,0,11,지하저수조가압펌프식,815번지,2108003644,1409,127.0460989,37.6610455,도봉로136길,111,서울특별시 도봉구 창동 815 창동아이파크(창동2.3차현대),아파트,서울특별시 도봉구 도봉로136길 111,82,492,179,,70478.501
A13186907,신내중앙하이츠,서울,중랑구,신내1동,78862,76468,704,7,12,6,중앙건설(주),1996-03-01 00:00:00.0,5986.37,108.62,15|,440,,,,,0,,경비실,,171455760,당일06:00 ~ 익일06:00(24시간),,60884470,,76468,4163520,25대,위탁,,,,,18000000,1500000,,0,0,5,,,204-80-02301,131782,127.0981187,37.6033568,봉화산로56길,123,서울특별시 중랑구 신내동 479 신내중앙하이츠,아파트,서울특별시 중랑구 봉화산로56길 145-1,0,704,0,,59818.88
A14003104,이촌동삼성리버스위트,서울,용산구,이촌1동,68371,47339,244,5,9,4,삼성물산(주),2002-04-01 00:00:00.0,3606.48,,18|,608,관리사무소1경비실4경로당1주민복리시설1어린이놀이터1휴게소3정화조저수조승강기8(OM계약),,관리,유,240376924,93,단지내단지외놀이터주차장(출입구내부)엘레베이터(입구내부)현관입구관리소입구,유,0,격일제,1개소(매일),0,80세대/명,47339,0,8,OM,2001년도 설치 계속운행,로프식,지하2층~전층운행,,0,0,,0,0,6,부스터방식,,1068260753,,126.9768136,37.5172456,이촌로88길,30,서울특별시 용산구 이촌동 426 이촌동삼성리버스위트,아파트,서울특별시 용산구 이촌로88길 30,0,0,80,,39044.72
A12009102,홍제현대아파트,서울,서대문구,홍제동,86368,80525,704,7,18,7,현대산업개발,1991-12-01 00:00:00.0,7218.59,76.90|98.00|106.87|133.90|148.73,15|,507,어린이 놀이터노인정,상주,관리,무,204853770,,놀이터주차장엘레베이터,무,280611840,격일제,X,71976000,100/1명,704,3946200,22대,전체(FM),2012년 3월 설치,로프식,12층제외,,14520000,0,22건,37165330,0,8,부스터방식,현대아파트,1108260539,3638,126.9414014,37.5890017,통일로39가길,57,서울특별시 서대문구 홍제동 331 홍제현대아파트,아파트,서울특별시 서대문구 통일로39가길 57,0,440,264,,63142.32
A15885514,신정6차현대,서울,양천구,신정3동,98563,74586,703,7,6,7,현대산업개발(주),,0,,22층,809,,상근,관리,유,0,144,놀이터.승강기.현관.지하주차장.외각,유,0,격일제,2개소,77249000,,74583,0,15대,,2000년 설치,로프식 V.V.V.F,전층운행,,0,0,,0,0,7,고가수조,743-2,117-82-60980,158855,126.8408442,37.5079077,신정로,170,서울특별시 양천구 신정동 743-2 신정6차현대,아파트,서울특별시 양천구 신정로 170,287,260,156,,56961.18
A13821006,송파파인타운8단지,서울,송파구,장지동,72535,48397,700,6,6,6,(주)신창건설,2008-09-01 00:00:00.0,0,,20|,706,경로당 마을문고 주민공동시설보육시설어린이놀이터주민운동시설.,자체관리,관리,유,0,4대,총60대(승강기내 15 지하주차장44 놀이터1대),,0,격일제,개소 회/주,0,( 세대/명),48397,0,20층용 대 층용 대,전체(FM),(2008)년도 설치 ( 1)연간 운행,로프식,전층운행,,0,2206710,건/월,0,2206710,5,부스터방식,,215-80-10266,138924,127.1282926,37.4792659,충민로4길,6,서울특별시 송파구 장지동 842 송파파인타운8단지,아파트,서울특별시 송파구 충민로4길 6,700,0,0,,34503.12
A14003008,이촌한강맨션,서울,용산구,이촌동,78467,74692,660,31,11,8,주택공사,,0,,05,1000,관리동(관리실노인정체력단련실),직영,기전실,,2000000000,2대,입구 출구 경비실앞 ,,0,24시간 맞교대,별도 처리,156582888,2.8개동,23778,8560000,,,,,,,0,0,,33253992,0,23,없음(수도사업소 직접부과),300-213,106-80-01425,140030,126.9747156,37.5182077,이촌로,248,서울특별시 용산구 이촌동 300-101 이촌한강맨션,아파트,서울특별시 용산구 이촌로 248,0,0,600,,73099.18
A13980018,공릉비선,서울,노원구,공릉동,60160,59086,700,7,6,5,두산건설,,0,,15층,0,,,,,0,,,,93120000,2교대,,47676000,,59086,6000000,10대,,10,현대엘리베이터,,,6600000,1346400,,0,0,7,,비선아파트,210-82-62064,1799,127.0873726,37.6257794,화랑로51길,78,서울특별시 노원구 공릉동 109 공릉비선,아파트,서울특별시 노원구 화랑로51길 78,700,0,0,,36443.48
A13987205,하계청구1차,서울,노원구,하계1동,87922,75306,700,29,20,6,청구건설,,7756.09,,15,779,관리실경로당경비실어린이놀이터테니스장주차장공동저수시설승강기,전기안전관리자선임,관리,무,326069970,5,각동 현관승강기내부지하주차장정문후문출입구어린이놀이터,무,321763520,격일제,5개소 1회/2일,50496960,700세대/6명,75306,6224600,24,유지관리계약,1997년설치12년간운행,로프식,12층 제외,쉬브로프,19584000,3201660,,16800000,0,10,지하저수조,251번지 하계1차청구아파트관리사무소,210-80-03800,139872,127.0709532,37.6394506,한글비석로,91,서울특별시 노원구 하계동 251 하계청구1차,아파트,서울특별시 노원구 한글비석로 91,0,700,0,,59220
A15807313,신트리2단지,서울,양천구,신정3동,49084,48625,698,6,4,2,sh공사,,0,,,365,,,,,0,,,,0,,,0,,0,0,8,,,,,,0,0,,0,0,4,,1258,117-80-04214,158073,126.852873,37.5132996,신정로,275,서울특별시 양천구 신정동 1258 신트리2단지,아파트,서울특별시 양천구 신정로 275,698,0,0,,25449.2
A13922111,중계주공8단지,서울,노원구,중계동,49235,49222,696,6,8,6,대한주택공사,1993-03-01 00:00:00.0,49222.48,70,15|,315,관리소노인정유치원대표회의실상가놀이터운동장등,전기안전대행업체위탁,관리,무,0,63대,놀이터 주차장 엘레베이터,무,0,격일제,,0,(696세대/6명),49222,0,14층용6대 15층용6대,전체(FM),(1993)년도 설치 (16)연간 운행,로프식,12층제외,쉬브/로브(07년) 카(93년) 권상기(93년) 전기제어반(93년) 브레이커(05년) 완충기(05년) 균형추(93년) 안전장치(93년),0,1291650,,0,0,6,고가수조,중계8단지주공아파트,210-82-61634,1745,127.0753469,37.6463243,한글비석로5길,62,서울특별시 노원구 중계동 362-1 중계주공8단지,아파트,서울특별시 노원구 한글비석로5길 62,696,0,0,,34605.12
A13410005,강일리버파크10단지,서울,강동구,강일동,94100,71376,694,7,8,8,계룡건설(주),,6989,,15층,793,관리사무소경로당주민공동시설보육시설문고,상시고용,당직근무,주차관제관리,0,8,경비초소,,0,격일제 교대,주3회수거,0,100세대/1명,93422,0,18대,,2009년설치,로프식,전층운행,,0,0,,0,0,12,부스타방식,강일리버파크10단지아파트,212-80-08664,5215,127.1799976,37.5592085,고덕로97길,20,서울특별시 강동구 강일동 695 강일리버파크10단지,아파트,서울특별시 강동구 고덕로97길 20,322,214,158,,54671.18
A13204507,창동상아1차,서울,도봉구,창동,59634,59633,694,7,9,6,효성,,0,,14층,0,관리사무소노인정놀이터 공동저수시설체육시설기타(상가),자체관리,2명,,0,2대,21,,0,24시간 격일근무,,0,,60,0,10,,,,,,0,600000,,0,473850,5,2156,서울시 도봉구 창5동 299번지,210-82-62268,1402,127.0422898,37.6540521,해등로,118,서울특별시 도봉구 창동 299 창동상아1차,아파트,서울특별시 도봉구 해등로 118,342,352,0,,44396.26
A13980017,공릉2-6,서울,노원구,공릉2동,41539,40959,691,6,6,2,두산건설(주),,0,,15,0,노인정 어린이집 비실 주차장 기계.전기실 펌프실,,,,0,,,,0,,,0,,0,0,8,,,,,,0,0,,0,0,4,,110번지 공릉2-6아파트,217-80-04213,139800,127.0877768,37.6247198,,,서울특별시 노원구 공릉동 110 공릉2-6,아파트,서울특별시 노원구 화랑로51길 81,691,0,0,,25173.09
A13203408,쌍문금호1차아파트,서울,도봉구,쌍문4동,56669,55130,690,7,12,6,금호건설,,0,,15층,337,놀이터 중앙공원 경로당 관리사무소 기전실 등,선임,관리,무,0,6,단지내승강기현관,무,0,격일제,위탁,0,,55130,0,18대,위탁,약 20년,현대 VAC,3층부터 15층,,0,0,,0,0,7,고가수조,199-1  쌍문금호1차아파트관리사무소,210-80-00628,132034,127.0335,37.6590733,해등로26길,20,서울특별시 도봉구 쌍문동 199-1 쌍문금호1차아파트,아파트,서울특별시 도봉구 해등로 206,270,420,0,,44236.2
A13922406,중계주공4단지,서울,노원구,중계4동,57575,57575,690,2415,10,6,대한주택공사,1991-09-01 00:00:00.0,3715.37,,15|,324,관리사무실경로당입주자집회소어린이놀이터주차장지하수조고가수조승강기,상주,화재수신반승강기비상호출CCTV없음,,0,없음,없음,없음,136740000,각 동 격일근무,영명환경,53972400,,0,4800000,14대,입찰,18년,승객용 로프식,1~15층,,7392000,930320,,68845680,0,5,지하수조 830*2,,210-82-61177,,127.0767728,37.6557402,덕릉로76길,29,서울특별시 노원구 중계동 358-2 중계주공4단지,아파트,서울특별시 노원구 덕릉로76길 29,450,240,0,,43629.9
A13606003,돈암일신건영휴먼빌,서울,성북구,돈암동,115090,85634,689,7,11,8,일신건영,,6827.97,,20층,979,관리사무소 경로당 입주자집회소 어린이놀이터 체육시설  기타,상주,관리,무,0,8대,놀이터 주차장 엘리베이터 지상,무,0,격일,4개소 1회/주,0,,85634,0,22대,전체,2005년 설치 5년간 운행,로프식,전층운행,1개소 로프교체,0,0,,0,0,11,고가수조,524,209-82-64169,136060,127.0125252,37.6009267,아리랑로,89,서울특별시 성북구 돈암동 524 돈암일신건영휴먼빌,아파트,서울특별시 성북구 아리랑로 89,15,295,271,,73211.34
A15005303,신길1차우성아파트,서울,영등포구,신길3동,61767,61767,688,19,14,6,(주)우성건설,1986-08-01 00:00:00.0,61767.2,,12|14,662,관리실경로당어린이놀이터체육시설주차장오수정화조공동저수조시설승강기,법정선임자가 관리,관리,무,135463269,무,무,경비관리,234704300,격일제 교대근무,6개동 6회수거/주,53840230,,59491,6260760,16대,전체,24년,로프식,전층(1층제외 및 2층부분제외),로프 휠,10560000,1652420,1건/월,31839160,0,6,고가수조,365,108-82-60778,150053,126.9004211,37.5053313,도신로,68-1,서울특별시 영등포구 신길동 365 신길1차우성아파트,아파트,서울특별시 영등포구 도신로 68-1,182,506,0,,46238.48
A13123102,망우금호어울림,서울,중랑구,망우본동,10020736,70125,686,23,8,9,금호산업(주),2006-04-01 00:00:00.0,679540,70124680,15|,827,,전기안전관리자 채용,관리,차량출입시스템 설치,192896027,127,지하주차장 승강기 내부 현관출입구 옥외,주민 부재중에는 경비실수령,107130000,4개초소 운영,주민이 배출후 구청에서 수거,87535600,,100207,6504000,24,위탁관리,4년차,티센크루프 루프식 15인승,전층 운행,없음,19008000,3290760,없음.,14048350,4014040,13,부스타 방식  정수기 설치,,204-80-07780,13123,127.1086486,37.6027744,양원역로,18,서울특별시 중랑구 망우동 580 망우금호어울림,아파트,서울특별시 중랑구 양원역로 18,155,452,79,,56790.88
A13923104,하계미성,서울,노원구,하계1동,66774,66774,685,2055,14,7,라이프주택,,4606.43,,15층,570,관리사무소경로당외,,관리,,0,6,엘리베이터안 1층현관정.후문놀이터,무,0,격일제,,63960000,,66774,0,21대,월보수,20년,로프식,전층운행,,0,0,,0,0,6,부스타펌프,280번지,217-80-00236,139231,127.069553,37.6346848,공릉로59길,28,서울특별시 노원구 하계동 280 하계미성,아파트,서울특별시 노원구 공릉로59길 28,120,475,90,,54955.98
A10045402,약수하이츠아파트(임대),서울,중구,신당동,35380,35376,684,4,7,2,동아건설,1999-07-01 00:00:00.0,1923,51.72,18층|,194,노인정 주민회의실,대행,관리,무,114343250,39,놀이터 주차장 엘레베이터 관리소동현관 및 비상계단입구,무,0,격일,,0,( 684세대/2명),35380,4765200,8대,,(99)년도 설치 (10)연간 운행,로프식,1층제외,쉬브/로브( 5년),6969600,1166220,1건/월,0,0,3,고가수조,842,,100454,127.0147458,37.5548919,동호로10길,30,서울특별시 중구 신당동 842 약수하이츠아파트(임대),아파트,서울특별시 중구 동호로10길 30,684,0,0,,22346.28
A12102008,삼성래미안공덕2차,서울,마포구,공덕동,106788,75762,683,7,8,9,공덕2지구재개발주택조합,,0,,20층,856,어린이집노인정전기실정화조저수조기계실,상주,상주,상주,235069744,7개,단지출입구외곽지하주차장승강기1층지하12층 승강장,해당없음,105379990,격일,위탁,90184140,,75762,8139240,18대,유지보수,7년,승객용,22,와이어 주로프 교체,15444000,2771010,,71444330,0,9,부스터 방식,43,105-82-62141,121020,126.9595592,37.5509157,마포대로20길,26,서울특별시 마포구 공덕동 43 삼성래미안공덕2차,아파트,서울특별시 마포구 마포대로20길 26,160,372,151,,58538.25
A15703307,등촌대림아파트,서울,강서구,등촌3동,105308,92759,680,7,22,5,대림산업(주),,0,,20층,897,노인정회의실기전실어린이놀이터체육시설,,,,0,,놀이터 주차장 엘레베이터 관리소,무,0,격일제,개소 회/주,0,( 세대/명),92759,6900000,총18대,,( )년도 설치 ( )연간 운행,로프식,전층운행/12층제외,쉬브/로브( 년) 카( 년) 권상기( 년) 전기제어반( 년) 브레이커( 년) 완충기( 년) 균형추( 년) 안전장치( 년) 전면교체( 년),0,0,건/월,0,0,8,고가수조,694,109-80-01953,157033,126.845847,37.5621573,공항대로39길,100,서울특별시 강서구 등촌동 694 등촌대림아파트,아파트,서울특별시 강서구 공항대로39길 100,0,0,680,,74141.08
A13522004,수서삼성,서울,강남구,수서동,91842,68560,680,23,14,7,삼성물산(주),,0,,15,764,,,,,45162008,104대,엘리베이터안 현관출입입구 지하주차장 어린이놀이터,없음,0,격일제,개소 회/주,5334730,,68560,535800,24대,,,,,,2112000,0,,953000,0,12,고가수조,747,213-80-03018,135220,127.0907043,37.4848991,광평로31길,27,서울특별시 강남구 수서동 747 수서삼성,아파트,서울특별시 강남구 광평로31길 27,98,582,0,,55318.82
A15785710,방화4단지(삼익삼환),서울,강서구,방화3동,112794,94879,680,9,10,9,삼환 삼익건설,1994-08-01 00:00:00.0,0,122.31|158.67,1|15,986,,자치,자치,자치,0,,,없음,250344000,격일제,미실시,102011640,,94883,11365200,23대,위탁관리,15년,승객용 로프식,15층,,16560000,3081870,5건,0,0,13,고가수조,서울특별시 강서구 방화3동 831번지,,157857,126.8141297,37.5773423,방화대로47가길,22,서울특별시 강서구 방화동 831 방화4단지(삼익삼환),아파트,서울특별시 강서구 방화대로47가길 22,0,0,680,,79274.52
A13611004,길음삼부,서울,성북구,길음동,82701,71765,684,6,16,7,삼부토건,1998-02-01 00:00:00.0,5800.84,86.98|107.97|108.46|108.89|140.20,15|,393,주차장놀이터노인정,상주,관리,무,0,3,정후문 출입구 지하주차장 지상주차장 승강기내부 놀이터,무,201123680,24시간 격일근무,,56076000,각동 1명씩,71765,5209920,17대,전체,17, E4LP,1~2층제외 3층~15층운행, 메인로프 쉬브 ,12240000,1020000,2~3 건,28720160,0,6,지하 및 고가저수조,,209-82-61347,,127.0230734,37.602455,동소문로,248,서울특별시 성북구 길음동 1276 길음삼부,아파트,서울특별시 성북구 동소문로 248,363,150,171,,53496.93
A13580602,개포경남아파트,서울,강남구,개포동,102480,94974,678,12,28,8,경남건설,1984-03-01 00:00:00.0,9108,91.91|96.98|135.69|149.57|166.48|182.80,12|15,1126,놀이터 노인정,,야간당직,,0,3,주차장 승강기 내부,,0,격일,,0,,0,11040000,26,전체(FM),,로프식,1층제외,,0,3349170,,0,0,9,부스타방식,649,213-80-02931,13580,127.0535707,37.4844613,언주로,110,서울특별시 강남구 개포동 649 개포경남아파트,아파트,서울특별시 강남구 언주로 110,0,3,387,,92546.465
A12187403,염리상록,서울,마포구,염리동,49875,49105,678,17,11,5,신원건설,1997-08-01 00:00:00.0,3987.81,85.71|84.53|72.70|71.58|42.71|41.68,21|1,233,전기실탁아소노인정관리사무소지하주차장1~3호경비실급수펌프실지하저수조고가수조놀이터,전기안전대행업체위탁,관리,무,306177830,2,놀이터 지하주차장 엘리베이터 쓰레기적치장,유,0,격일제,6개소/주3회,50032000,678세대/5명,49875,5400000,9,전체,1997년 설치  ,로프식,12층 제외,,13180002,1256310,,24947917,1100000,6,고가수조,상록아파트,105-82-61064,4127,126.9475627,37.5514198,숭문길,106,서울특별시 마포구 염리동 515-1 염리상록,아파트,서울특별시 마포구 숭문길 106,678,0,0,,33259.81
A13981407,상계조합대림,서울,노원구,상계동,65052,62540,675,6,8,6,대림산업,1989-08-01 00:00:00.0,4793.22,,15|,330,관리사무소 경로당 어린이놀이터 승강기 주차장 오수정화조 공동저수시설,상주,상주,,198723060,5,승강기내 현관입구 주차장 단지외곽 등,필요시 경비실 임시보관,200004600,격일제,,54005400,135세대,62540,6990090,13대,전체(FM),(1989 )년도 설치 (20 )연간 운행,로프식,15층,쉬브/로브( 년) 카( 년) 권상기( 년) 전기제어반( 년) 브레이커( 년) 완충기( 년) 균형추( 년) 안전장치( 년) 전면교체( 년),7371800,1197900,,24308580,0,5,부스터방식,관리사무소,2108261973,1661,127.0745267,37.6630519,상계로,193-14,서울특별시 노원구 상계동 172 상계조합대림,아파트,서울특별시 노원구 상계로 193-14,405,270,0,,47092.05
A14210001,삼각산아이원임대,서울,강북구,미아동,38504,38503,673,5,4,2,풍림건설,,0,,25,0,,,,,0,,,,0,,,0,,0,0,6,,,,,,0,0,,0,0,2,,1357-2,,142100,127.0185281,37.6172903,삼양로19길,113,서울특별시 강북구 미아동 1357-2 삼각산아이원임대,아파트,서울특별시 강북구 삼양로19길 113,673,0,0,,16187.669
A13881204,가락프라자,서울,송파구,가락동,92094,92094,672,9,22,9,태평양건설,,0,,12,682,관리실 기계실전기실 경비실노인정 놀이터 2개소,직영,유,무,0,32,현관입구 놀이터 정문 후문,,422664000,격일제,구청지정업체(주3회),92320320,,92094,8354640,28대,,,,123층 제외  희망세대 운행,,20160000,0,,0,0,11,부스터방식,가락프라자아파트,215-82-61186,5785,127.1335117,37.491928,문정로,125,서울특별시 송파구 가락동 199 가락프라자,아파트,서울특별시 송파구 문정로 125,0,288,336,,76876.8
A15303203,관악우방,서울,금천구,시흥2동,92069,70835,671,23,10,7,우방건설,2002-12-01 00:00:00.0,5234.96,84.99|106.21|143.83,지하2|25,794,관리사무소 경로당 주민공동시설 보육시설 어린이놀이터(2개) 휴게소 주민운동시설 등,기사선임,관리,무,190973000,15대,주차장 놀이터 엘리베이터안  출입구 등,무,149561400,격일제,5개소     1회/주,75600000,96세대/명,70705,6498000,14대,전체(FM),2002년설치 / 6년,로프식,지하12층포함 전층운행,,16944000,2160000,2건/월,33905000,0,8,부스터방식 고가수조,,119-82-63192,153032,126.9141297,37.4490446,금하로,750,서울특별시 금천구 시흥동 1011 관악우방,아파트,서울특별시 금천구 금하로 750,304,207,160,,54156.92
A15086006,보라매경남아너스빌,서울,영등포구,신길6동,73157,70648,669,7,8,6,경남기업,2005-08-01 00:00:00.0,4243.51,23|32|41,지하2|24,799,어린이집 노인정,상주,화재수신반(관리 비관리) 승강기비상호출(관리 비관리) CCTV 야간당직자(관리 비관리),,0,10,관리사무소( ) 놀이터(6) 주차장( 102 대) 엘리베이터( 15대),택배수령,0,격일제 교대(  시간),개소 회/주,0,( 세대/명),0,0,층용 대 층용 대,,( )년도 설치 ( )연간 운행,로프식,전층운행,쉬브/로브( 년) 카( 년) 권상기( 년) 전기제어반( 년) 브레이커( 년) 완충기( 년) 균형추( 년) 안전장치( 년) 전면교체( 년),0,900000,건/월,0,0,9,저층부4대 고층부4대,,1088004660,,126.9094978,37.4945833,여의대방로,25,서울특별시 영등포구 신길동 4780 보라매경남아너스빌,아파트,서울특별시 영등포구 여의대방로 25,92,489,88,,57010.79
A12204102,북한산현대홈타운,서울,은평구,불광1동,95385,71115,662,6,8,7,현대건설(주),,0,,15,769,,상주,관리,관리,1164243893,15대,지하주차장.승강기.현관입구,무,0,감시적단속적,8개소 주3회,0,110세대,0,0,26대,부분단순,2004년설치 ,로프식,전층운행,,0,3574890,월2회,0,0,15,지하저수조 ,633번지,1108004907,122041,126.9350558,37.6121197,불광로2길,16,서울특별시 은평구 불광동 633 북한산현대홈타운,아파트,서울특별시 은평구 불광로2길 16,206,343,113,,54503.469
A15205305,구로두산위브,서울,구로구,구로동,65642,41353,660,5,6,6,두산건설,2006-07-01 00:00:00.0,0,103.31|77.06|69.69|53.62,21|,585,어린이집헬스장탁구장배드민턴장,자체상주,관리,관리,159616560,10,지하주차장승강기외각,유,95976000,격일제,3개소,66272760,660세대/5명,0,4053600,14,,,비상/장애인용 로프식VVVF,전층운행,,16800000,2054250,,29820840,0,9,부스타가압방식,구로두산위브,113-82-64077,8375,126.8902975,37.4860899,디지털로31길,85,서울특별시 구로구 구로동 1278 구로두산위브,아파트,서울특별시 구로구 디지털로31길 85,620,40,0,,29536.66
A13923103,하계청구,서울,노원구,하계1동,62776,62776,660,8,11,6,(주)청구주택,1988-10-01 00:00:00.0,3390.42,86.6744|102.1503,15|,400,,자가설비,관리,무,272085123,10,놀이터 주차장 엘레베이터,무,228335509,격일제,5개소 회/주,61200000,(150세대/명),62776,5005440,22대,종합계약(FM),(1988)년도 설치 (21)연간 운행,CV-10,12층제외,,19594080,0,건/월,9188850,0,5,고가수조,284번지,210-80-03775,139231,127.068697,37.6377945,한글비석로,57,서울특별시 노원구 하계동 284 하계청구,아파트,서울특별시 노원구 공릉로 351,0,660,0,,51796.2
A15780603,가양동신대아,서울,강서구,가양1동,133109,103622,660,7,44,6,동신주택,,0,,15층,1075,관리사무소노인정독서실어린이놀이터경비실전기실기계실등,자체관리,경비원자체직원관리,없음,204749160,관리실8대경비실22대,현관승강기내주차장외곽출입구,세대직접배달원칙-부재시경비실보관,600000000,24시간 교대근무,수거업체 용역계약-세대당 월1600원,69560700,,103622,6600000,22대,OM계약(2009년 1월 1일),16년(1993년 6월설치),로프식VVVF-11대로프식교류-11대,15층,로프가이드슈메인보드도어센서냉각팬등,14640000,5990000,2건,96148620,0,10,저수조 및 고가수조,1459번지,109-82-63079,157806,126.8435191,37.5723889,강서로,532,서울특별시 강서구 가양동 1459 가양동신대아,아파트,서울특별시 강서구 강서로 532,0,0,540,,86621.4
A12081703,디엠씨한양,서울,서대문구,북가좌동,79165,75623,660,9,18,7,한양건설,,5949,,15층,326,,,,,0,,,,0,,,0,,0,0,15,,,,,,0,0,,0,0,6,,한양아파트,111-80-00049,120817,126.9091078,37.5759022,응암로,28-0,서울특별시 서대문구 북가좌동 431 디엠씨한양,아파트,서울특별시 서대문구 응암로 28,1,427,232,,58508.8
A13283611,방학신동아2단지,서울,도봉구,방학3동,836802,83680,660,6,12,7,신동아,,0,,15층,568,관리사무실 경비실 경로당 어린이놀이터 주차장 오수정화조 지하저수조 승강기 기타,,관리,무,0,5개,놀이터 주차장 엘레베이터 현관입구,무,0,격일제,7개소 회/주,0,( 110세대/명),0,0,15층용 22대 층용 대,전체(FM),(1992)년도 설치 (17)연간 운행,로프식,12층제외,,0,0,,0,0,9,부스터방식,531,210-82-61731,132836,127.0235374,37.6591199,방학로15길,40,서울특별시 도봉구 방학동 531 방학신동아2단지,아파트,서울특별시 도봉구 방학로15길 40,0,480,60,,65041.2
A13201207,도봉삼환,서울,도봉구,도봉2동,68807,68806,660,21,12,6,(주)삼환까뮤,,0,,15,0,노인정,,관리,무,410000000,,,무,0,격일제,,50217000,,68806,6000000,8대,전체,2009년도 교체설치,로프식,12층 제외,,4800000,871200,,46000000,0,4,고가수조,87번지,210-82-61895,132012,127.0488068,37.6810071,도봉로180길,6-81,서울특별시 도봉구 도봉동 87 도봉삼환,아파트,서울특별시 도봉구 도봉로180길 6-81,0,660,0,,51186.6
A13811001,거여6단지,서울,송파구,거여2동,47208,46092,660,6,8,2,삼우종합건설,1997-04-01 00:00:00.0,3947.17,39.37,15|,304,상가어린이집유치원주차장노인정놀이터,,,홈네트워크(유 무) 주차관제시스템(유 무),0,24개,관리사무소(  대) 놀이터( 대) 주차장( 대) 엘리베이터( 대),택배수령,123823800,격일제,매일,21805440,660 / 2명,41954,3878400,8대,종합계약(FM),,로프식,1층제외운행,,7764450,1044450,2-3건 / 월,3700000,0,5,고가수조방식,,215-80-03047,,127.1466473,37.4886075,,,서울특별시 송파구 거여동 295 거여6단지,아파트,서울특별시 송파구 양산로2길 38,660,0,0,,25582.47
A13980510,공릉2단지라이프,서울,노원구,공릉동,39162,39162,660,7,8,4,서울특별시 도시개발공사,1994-12-01 00:00:00.0,3167.85,49.71|57.16|71.45,15층|,485,,전기안전대행업체위탁,관리,무,191250600,,주차장 엘레베이터,유,109319280,격일제,4개소 6회/1주,42199800,( 150세대/1명),39162,4691052,15층용 9대,전체(FM),(1994)년도 설치 (15)연간 운행,로프식,12층제외,쉬브/로브( 년) 카( 년) 권상기( 년) 전기제어반( 년) 브레이커( 년) 완충기( 년) 균형추( 년) 안전장치( 년) 전면교체( 년),9820800,871200,건/월,22874400,0,4,고가수조,공릉2단지아파트,210-82-61522,1850,127.0665249,37.6305821,동일로198가길,149,서울특별시 노원구 공릉동 707 공릉2단지라이프,아파트,서울특별시 노원구 동일로198가길 149,660,0,0,,27131.4
